nombre,enlace,link_imagen,precio,valor_nutricional,oferta,precio_por_peso
Bacon en tiras Nuestra Alacena de Dia bandeja 2 x 100 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273750,https://www.dia.es/product_images/273750/273750_ISO_0_ES.jpg?imwidth=392,"1,76 €",Grasas 25g de las cuales saturadas 9g Hidratos de Carbono 1g de los cuales azúcares 0.8g Proteínas 15g Sal 2g,No disponible,"(8,80 €/KILO)"
Pechuga de pavo Nuestra Alacena de Dia sobre 2 x 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273810,https://www.dia.es/product_images/273810/273810_ISO_0_ES.jpg?imwidth=392,"3,30 €",Grasas 0.5g de las cuales saturadas 0.2g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 17g Sal 1.85g,No disponible,"(8,25 €/KILO)"
Jamón cocido extra Nuestra Alacena de Dia sobre 2 x 225 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273957,https://www.dia.es/product_images/273957/273957_ISO_0_ES.jpg?imwidth=392,"3,45 €",Grasas 2.5g de las cuales saturadas 0.9g Hidratos de Carbono 0.3g de los cuales azúcares 0.3g Proteínas 18.5g Sal 1.9g,No disponible,"(7,67 €/KILO)"
Jamón cocido extra bajo en sal Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273736,https://www.dia.es/product_images/273736/273736_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 2g de las cuales saturadas 0.8g Hidratos de Carbono 1.3g de los cuales azúcares 1.3g Proteínas 18g Sal 1.4g,No disponible,"(9,95 €/KILO)"
Bacon en lonchas Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273749,https://www.dia.es/product_images/273749/273749_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 25g de las cuales saturadas 9g Hidratos de Carbono 1g de los cuales azúcares 0.8g Proteínas 15g Sal 2g,No disponible,"(9,95 €/KILO)"
Mortadela con aceitunas Nuestra Alacena de Dia sobre 250 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273961,https://www.dia.es/product_images/273961/273961_ISO_0_ES.jpg?imwidth=392,"1,25 €",Grasas 21g de las cuales saturadas 7.4g Hidratos de Carbono 6.3g de los cuales azúcares 1g Proteínas 10g Sal 2.1g,No disponible,"(5,00 €/KILO)"
Mortadela Nuestra Alacena de Dia sobre 250 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273960,https://www.dia.es/product_images/273960/273960_ISO_0_ES.jpg?imwidth=392,"1,25 €",Grasas 24g de las cuales saturadas 8.4g Hidratos de Carbono 4.5g de los cuales azúcares 0.8g Proteínas 12g Sal 2g,No disponible,"(5,00 €/KILO)"
Jamón cocido extra 97% carne Nuestra Alacena de Dia sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273737,https://www.dia.es/product_images/273737/273737_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 2g de las cuales saturadas 0.7g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 20g Sal 1.93g,No disponible,"(13,27 €/KILO)"
Jamón de pavo Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273733,https://www.dia.es/product_images/273733/273733_ISO_0_ES.jpg?imwidth=392,"1,48 €",Grasas 4g de las cuales saturadas 1.4g Hidratos de Carbono 2g de los cuales azúcares 0.5g Proteínas 14g Sal 1.92g,No disponible,"(7,40 €/KILO)"
Jamón cocido extra Elpozo 1954 sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/146710,https://www.dia.es/product_images/146710/146710_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 3.5g de las cuales saturadas 1.2g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 19.4g Sal 1.9g,No disponible,"(13,33 €/KILO)"
Pechuga de pavo braseado Campofrío sobre 75 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/300740,https://www.dia.es/product_images/300740/300740_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 1g de las cuales saturadas 0.4g Hidratos de Carbono 4g de los cuales azúcares 2g Fibra alimentaria 0g Proteínas 14g Sal 2g,3 eur dto comprando 15 eur selección campofri,No disponible
Pechuga de pavo 90% carne Nuestra Alacena de Dia sobre 120 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273965,https://www.dia.es/product_images/273965/273965_ISO_0_ES.jpg?imwidth=392,"2,19 €",Grasas 0.5g de las cuales saturadas 0.1g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 21g Sal 1.85g,No disponible,"(18,25 €/KILO)"
Lacón ahumado Nuestra Alacena de Dia sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/303491,https://www.dia.es/product_images/303491/303491_ISO_0_ES.jpg?imwidth=392,"1,79 €",Grasas 4.5g de las cuales saturadas 1.5g Hidratos de Carbono 1g de los cuales azúcares 1g Proteínas 19g Sal 2.2g,No disponible,"(11,93 €/KILO)"
Fiambre de york Elpozo sobre 300 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/137167,https://www.dia.es/product_images/137167/137167_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 3.5g de las cuales saturadas 1.2g Hidratos de Carbono 11g de los cuales azúcares 2g Proteínas 11.8g Sal 3g,No disponible,"(6,67 €/KILO)"
Pechuga de pavo bajo en sal Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273731,https://www.dia.es/product_images/273731/273731_ISO_0_ES.jpg?imwidth=392,"1,87 €",Grasas 1.4g de las cuales saturadas 0.5g Hidratos de Carbono 1.5g de los cuales azúcares 1.5g Proteínas 17g Sal 1.3g,No disponible,"(9,35 €/KILO)"
Cabeza de jabalí Nuestra Alacena de Dia sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/300354,https://www.dia.es/product_images/300354/300354_ISO_0_ES.jpg?imwidth=392,"1,69 €",Grasas 25g de las cuales saturadas 10g Hidratos de Carbono 0g de los cuales azúcares 0g Proteínas 16g Sal 2.4g,No disponible,"(11,27 €/KILO)"
Chopped pork Nuestra Alacena de Dia sobre 250 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273959,https://www.dia.es/product_images/273959/273959_ISO_0_ES.jpg?imwidth=392,"1,39 €",Grasas 12g de las cuales saturadas 4.2g Hidratos de Carbono 5g de los cuales azúcares 1g Proteínas 12g Sal 2.2g,No disponible,"(5,56 €/KILO)"
Pechuga de pavo Elpozo sobre 80 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/302289,https://www.dia.es/product_images/302289/302289_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 1g de las cuales saturadas 0.3g Hidratos de Carbono 6g de los cuales azúcares 1.2g Proteínas 12g Sal 2.4g,No disponible,"(12,50 €/KILO)"
Pechuga de pollo braseado Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/274101,https://www.dia.es/product_images/274101/274101_ISO_0_ES.jpg?imwidth=392,"2,15 €",Grasas 1.5g de las cuales saturadas 0.5g Hidratos de Carbono 0.7g de los cuales azúcares 0.4g Proteínas 17g Sal 1.9g,No disponible,"(10,75 €/KILO)"
Jamón cocido Elpozo sobre 80 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/298369,https://www.dia.es/product_images/298369/298369_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 1.5g de las cuales saturadas 0.5g Hidratos de Carbono 1.5g de los cuales azúcares 1.3g Proteínas 18g Sal 1.9g,No disponible,"(12,50 €/KILO)"
Bacon Oscar mayer sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/67934,https://www.dia.es/product_images/67934/67934_ISO_0_ES.jpg?imwidth=392,"2,29 €",Grasas 36g de las cuales saturadas 12g Hidratos de Carbono 1.4g de los cuales azúcares 1.4g Fibra alimentaria 0g Proteínas 14g Sal 2.8g,No disponible,"(15,27 €/KILO)"
Magro de cerdo cocido Nuestra Alacena de Dia lata 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/66118,https://www.dia.es/product_images/66118/66118_ISO_0_ES.jpg?imwidth=392,"2,35 €",Grasas 21.5g de las cuales saturadas 0.1g Hidratos de Carbono 2.9g de los cuales azúcares 0.9g Fibra alimentaria 0.3g Proteínas 12.2g Sal 2.96g,No disponible,"(11,75 €/KILO)"
Mortadela ibérica Legado Ibérico bandeja 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/30591,https://www.dia.es/product_images/30591/30591_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 19g de las cuales saturadas 6.5g Hidratos de Carbono 4.5g de los cuales azúcares 1g Proteínas 12g Sal 2.1g,No disponible,"(13,33 €/KILO)"
Paleta cocida Nuestra Alacena de Dia sobre 180 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/303612,https://www.dia.es/product_images/303612/303612_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 4g de las cuales saturadas 1g Hidratos de Carbono 2g de los cuales azúcares 1.5g Proteínas 19g Sal 2.2g,No disponible,"(11,06 €/KILO)"
Pechuga de pollo + proteínas Elpozo Bienstar sobre 130 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/301986,https://www.dia.es/product_images/301986/301986_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 1g de las cuales saturadas 0.3g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 22g Sal 1.8g,No disponible,"(15,38 €/KILO)"
Pechuga de pavo + proteínas Elpozo Bienstar sobre 130 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/301985,https://www.dia.es/product_images/301985/301985_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 0.5g de las cuales saturadas 0.2g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 22g Sal 1.8g,No disponible,"(15,38 €/KILO)"
Jamón cocido extra reducido en sal Nuestra Alacena de Dia sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/301086,https://www.dia.es/product_images/301086/301086_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 2g de las cuales saturadas 0.7g Hidratos de Carbono 1g de los cuales azúcares 1g Proteínas 20g Sal 1.35g,No disponible,"(13,27 €/KILO)"
Pechuga de pavo bajo en grasa y reducido en sal Nuestra Alacena de Dia 500 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/300613,https://www.dia.es/product_images/300613/300613_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 1.1g de las cuales saturadas 0.3g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 14g Sal 1.4g,No disponible,"(7,98 €/KILO)"
Jamón cocido extra Nuestra Alacena de Dia sobre 250 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/300419,https://www.dia.es/product_images/300419/300419_ISO_0_ES.jpg?imwidth=392,"2,25 €",Grasas 2g de las cuales saturadas 0.7g Hidratos de Carbono 1.5g de los cuales azúcares 0.8g Proteínas 18g Sal 1.93g,No disponible,"(9,00 €/KILO)"
Chopped lata Nuestra Alacena de Dia Dia sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/300126,https://www.dia.es/product_images/300126/300126_ISO_0_ES.jpg?imwidth=392,"1,49 €",Grasas 13g de las cuales saturadas 5.4g Hidratos de Carbono 6g de los cuales azúcares 0g Proteínas 12g Sal 2.4g,No disponible,"(9,93 €/KILO)"
Jamón cocido extra Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/298528,https://www.dia.es/product_images/298528/298528_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 2.5g de las cuales saturadas 0.9g Hidratos de Carbono 0.3g de los cuales azúcares 0.3g Proteínas 18.5g Sal 1.9g,No disponible,"(9,95 €/KILO)"
Pavo trufado con pistachos Serrano sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/296598,https://www.dia.es/product_images/296598/296598_ISO_0_ES.jpg?imwidth=392,"1,79 €",No disponible,No disponible,"(11,93 €/KILO)"
Jamón cocido extra braseado Nuestra Alacena de Dia sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/296230,https://www.dia.es/product_images/296230/296230_ISO_0_ES.jpg?imwidth=392,"2,25 €",Grasas 2g de las cuales saturadas 0.7g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 20g Sal 1.93g,No disponible,"(15,00 €/KILO)"
Chopped pork Nuestra Alacena de Dia 500 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/274755,https://www.dia.es/product_images/274755/274755_ISO_0_ES.jpg?imwidth=392,"2,25 €",Grasas 11.5g de las cuales saturadas 4g Hidratos de Carbono 5.5g de los cuales azúcares 1g Proteínas 12g Sal 2.2g,No disponible,"(4,50 €/KILO)"
Mortadela Nuestra Alacena de Dia 500 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/274754,https://www.dia.es/product_images/274754/274754_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 20g de las cuales saturadas 7g Hidratos de Carbono 5g de los cuales azúcares 0.5g Proteínas 10g Sal 2.1g,No disponible,"(3,98 €/KILO)"
Pechuga de pollo Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/274104,https://www.dia.es/product_images/274104/274104_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 1.5g de las cuales saturadas 0.5g Hidratos de Carbono 0.7g de los cuales azúcares 0.4g Proteínas 17g Sal 1.9g,No disponible,"(9,95 €/KILO)"
Pechuga de pavo braseado Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273964,https://www.dia.es/product_images/273964/273964_ISO_0_ES.jpg?imwidth=392,"2,39 €",Grasas 0.5g de las cuales saturadas 0.2g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 17g Sal 1.85g,No disponible,"(11,95 €/KILO)"
Panceta curada Nuestra Alacena de Dia sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273962,https://www.dia.es/product_images/273962/273962_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 40g de las cuales saturadas 14g Hidratos de Carbono 2g de los cuales azúcares 2g Proteínas 16g Sal 2g,No disponible,"(13,27 €/KILO)"
Jamón cocido extra sabor ahumado Nuestra Alacena de Dia sobre 250 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273958,https://www.dia.es/product_images/273958/273958_ISO_0_ES.jpg?imwidth=392,"2,75 €",Grasas 3g de las cuales saturadas 1.1g Hidratos de Carbono 1g de los cuales azúcares 0.8g Proteínas 18.5g Sal 1.8g,No disponible,"(11,00 €/KILO)"
Pavo maxi Nuestra Alacena de Dia 900 g + 100 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273954,https://www.dia.es/product_images/273954/273954_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 4.5g de las cuales saturadas 1.2g Hidratos de Carbono 10g de los cuales azúcares 1.5g Proteínas 10g Sal 2g,No disponible,"(3,32 €/KILO)"
Chopped de pavo Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273953,https://www.dia.es/product_images/273953/273953_ISO_0_ES.jpg?imwidth=392,"1,75 €",Grasas 6g de las cuales saturadas 1.6g Hidratos de Carbono 5.5g de los cuales azúcares 1g Proteínas 12.5g Sal 2g,No disponible,"(8,75 €/KILO)"
Mortadela de pavo Nuestra Alacena de Dia sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273952,https://www.dia.es/product_images/273952/273952_ISO_0_ES.jpg?imwidth=392,"1,59 €",Grasas 10.5g de las cuales saturadas 2.8g Hidratos de Carbono 5.5g de los cuales azúcares 1.5g Proteínas 10.5g Sal 2.1g,No disponible,"(7,95 €/KILO)"
Mortadela Bologna I.G.P. Selección Mundial de Dia sobre 150 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273756,https://www.dia.es/product_images/273756/273756_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 25g de las cuales saturadas 9.5g Hidratos de Carbono 0g de los cuales azúcares 0g Proteínas 15g Sal 1.9g,No disponible,"(13,27 €/KILO)"
Bacon en taco Nuestra Alacena de Dia bolsa 300 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273751,https://www.dia.es/product_images/273751/273751_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 20g de las cuales saturadas 7g Hidratos de Carbono 1.5g de los cuales azúcares 0.8g Proteínas 16g Sal 2.2g,No disponible,"(9,97 €/KILO)"
Fiambre maxi york Nuestra Alacena de Dia sobre 400 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273742,https://www.dia.es/product_images/273742/273742_ISO_0_ES.jpg?imwidth=392,"1,90 €",Grasas 2.5g de las cuales saturadas 0.9g Hidratos de Carbono 10g de los cuales azúcares 1g Proteínas 12g Sal 2.2g,No disponible,"(4,75 €/KILO)"
Jamón de pavo con trufa y boletus Elpozo sobre 120 + 20 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/255685,https://www.dia.es/product_images/255685/255685_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 2.8g de las cuales saturadas 0.8g Hidratos de Carbono 1.5g de los cuales azúcares 1.4g Proteínas 14.4g Sal 2.3g,No disponible,"(16,67 €/KILO)"
Jamón asado al horno Bonnatur sobre 100 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/219690,https://www.dia.es/product_images/219690/219690_ISO_0_ES.jpg?imwidth=392,"2,00 €",No disponible,No disponible,"(20,00 €/KILO)"
Mortadela ahumada Mrm sobre 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/207576,https://www.dia.es/product_images/207576/207576_ISO_0_ES.jpg?imwidth=392,"2,29 €",Grasas 23.3g de las cuales saturadas 8.8g Hidratos de Carbono 5.1g de los cuales azúcares 0.5g Proteínas 10.6g Sal 2.7g,No disponible,"(11,45 €/KILO)"
Lacón en tapas Mrm bandeja 200 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/207575,https://www.dia.es/product_images/207575/207575_ISO_0_ES.jpg?imwidth=392,"4,09 €",Grasas 3.1g de las cuales saturadas 1.2g Hidratos de Carbono 1g de los cuales azúcares 0.5g Proteínas 19.5g Sal 2g,No disponible,"(20,45 €/KILO)"
Pechuguitas de pollo asada La carloteña bandeja 100 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/182582,https://www.dia.es/product_images/182582/182582_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 5.8g de las cuales saturadas 1.9g Hidratos de Carbono 0.1g de los cuales azúcares 0.1g Proteínas 26.8g Sal 1.3g,No disponible,"(19,90 €/KILO)"
Fiambre de pavo sándwich Elpozo bandeja 270 + 30 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/178002,https://www.dia.es/product_images/178002/178002_ISO_0_ES.jpg?imwidth=392,"2,00 €",Grasas 3g de las cuales saturadas 1g Hidratos de Carbono 9g de los cuales azúcares 0.5g Proteínas 9.5g Sal 2.4g,No disponible,"(7,41 €/KILO)"
Pechuga de pavo Elpozo Bienstar sobre 115 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/170157,https://www.dia.es/product_images/170157/170157_ISO_0_ES.jpg?imwidth=392,"1,50 €",Grasas 0.5g de las cuales saturadas 0.1g Hidratos de Carbono 0.5g de los cuales azúcares 0.5g Proteínas 17g Sal 1.4g,No disponible,"(13,04 €/KILO)"
Chopped pork Campofrío sobre 95 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/148433,https://www.dia.es/product_images/148433/148433_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 13g de las cuales saturadas 5.2g Hidratos de Carbono 7g de los cuales azúcares 1g Fibra alimentaria 0g Proteínas 11g Sal 2g,3 eur dto comprando 15 eur selección campofri,No disponible
Mortadela clásica Campofrío sobre 95 g,https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/148432,https://www.dia.es/product_images/148432/148432_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 24g de las cuales saturadas 9g Hidratos de Carbono 4g de los cuales azúcares 0.5g Fibra alimentaria 0g Proteínas 10g Sal 2g,3 eur dto comprando 15 eur selección campofri,No disponible
Turrón crujiente de chocolate con leche Dulce Noel Dia bolsa 140 g,https://www.dia.es/navidad/turrones/p/296017,https://www.dia.es/product_images/296017/296017_ISO_0_ES.jpg?imwidth=392,"1,29 €",Grasas 26.9g de las cuales saturadas 13.4g Hidratos de Carbono 61.1g de los cuales azúcares 52g Proteínas 6g Sal 0.23g,No disponible,"(9,21 €/KILO)"
Turrón de chocolate con arroz inflado clásico Suchard 260 g,https://www.dia.es/navidad/turrones/p/184614,https://www.dia.es/product_images/184614/184614_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 28g de las cuales saturadas 10g Hidratos de Carbono 58g de los cuales azúcares 50g Fibra alimentaria 3.8g Proteínas 7.6g Sal 0.18g,No disponible,"(17,35 €/KILO)"
Turrón de coco Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/265844,https://www.dia.es/product_images/265844/265844_ISO_0_ES.jpg?imwidth=392,"1,15 €",Grasas 29g de las cuales saturadas 25g Hidratos de Carbono 47g de los cuales azúcares 45g Proteínas 4.7g Sal 0.08g,No disponible,"(7,67 €/KILO)"
Turrón de crema de cacahuete Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/264742,https://www.dia.es/product_images/264742/264742_ISO_0_ES.jpg?imwidth=392,"1,19 €",Grasas 32g de las cuales saturadas 4.9g Hidratos de Carbono 43g de los cuales azúcares 39g Proteínas 18g Sal 0.04g,No disponible,"(7,93 €/KILO)"
Turrón de jijona Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/265841,https://www.dia.es/product_images/265841/265841_ISO_0_ES.jpg?imwidth=392,"2,19 €",Grasas 37.5g de las cuales saturadas 4.1g Hidratos de Carbono 36g de los cuales azúcares 20g Proteínas 15g Sal 0g,No disponible,"(14,60 €/KILO)"
Turrón imperial de cacahuete Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/264741,https://www.dia.es/product_images/264741/264741_ISO_0_ES.jpg?imwidth=392,"1,19 €",Grasas 25g de las cuales saturadas 3.4g Hidratos de Carbono 55g de los cuales azúcares 34g Proteínas 7.5g Sal 0.04g,No disponible,"(7,93 €/KILO)"
Turrón crujiente de chocolate blanco con galletas Dulce Noel Dia bolsa 150 g,https://www.dia.es/navidad/turrones/p/302907,https://www.dia.es/product_images/302907/302907_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 27.3g de las cuales saturadas 16.4g Hidratos de Carbono 61.4g de los cuales azúcares 52.7g Proteínas 6.8g Sal 0.22g,No disponible,"(13,27 €/KILO)"
Turrón de yema tostada Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/264740,https://www.dia.es/product_images/264740/264740_ISO_0_ES.jpg?imwidth=392,"1,75 €",Grasas 25g de las cuales saturadas 2.8g Hidratos de Carbono 48g de los cuales azúcares 43g Proteínas 13g Sal 0.05g,No disponible,"(11,67 €/KILO)"
Turrón de pistacho Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/295580,https://www.dia.es/product_images/295580/295580_ISO_0_ES.jpg?imwidth=392,"2,95 €",Grasas 40.7g de las cuales saturadas 20.8g Hidratos de Carbono 46g de los cuales azúcares 41.3g Proteínas 7.1g Sal 0.18g,No disponible,"(19,67 €/KILO)"
Surtido de turrones pralinés Dulce Noel Dia bolsa 140 g,https://www.dia.es/navidad/turrones/p/302677,https://www.dia.es/product_images/302677/302677_ISO_0_ES.jpg?imwidth=392,"2,39 €",Grasas 35.5g de las cuales saturadas 19.1g Hidratos de Carbono 54.5g de los cuales azúcares 53.7g Proteínas 5.1g Sal 0.15g,No disponible,"(17,07 €/KILO)"
Turrón crujiente de chocolate negro Dulce Noel Dia bolsa 150 g,https://www.dia.es/navidad/turrones/p/302901,https://www.dia.es/product_images/302901/302901_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 31.5g de las cuales saturadas 16.3g Hidratos de Carbono 47.8g de los cuales azúcares 36.9g Proteínas 7.3g Sal 0.08g,No disponible,"(13,27 €/KILO)"
Surtido de turrones de chocolate crujientes Dulce Noel Dia bolsa 140 g,https://www.dia.es/navidad/turrones/p/284266,https://www.dia.es/product_images/284266/284266_ISO_0_ES.jpg?imwidth=392,"2,39 €",Grasas 32.3g de las cuales saturadas 17.2g Hidratos de Carbono 56g de los cuales azúcares 50g,No disponible,"(17,07 €/KILO)"
Turrón de fruta Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/265845,https://www.dia.es/product_images/265845/265845_ISO_0_ES.jpg?imwidth=392,"1,75 €",Grasas 16g de las cuales saturadas 1.3g Hidratos de Carbono 52g de los cuales azúcares 47g Proteínas 7.3g Sal 0.05g,No disponible,"(11,67 €/KILO)"
Turrón con dulce de leche Dulce Noel Dia caja 150 g,https://www.dia.es/navidad/turrones/p/273480,https://www.dia.es/product_images/273480/273480_ISO_0_ES.jpg?imwidth=392,"2,50 €",Grasas 25.2g de las cuales saturadas 14.5g Hidratos de Carbono 57.2g de los cuales azúcares 56.9g Proteínas 7.1g Sal 0.19g,No disponible,"(16,67 €/KILO)"
