nombre,enlace,link_imagen,precio,valor_nutricional,oferta,precio_por_peso
Filete de lubina Mari Marinera de Dia bolsa 180 g,https://www.dia.es/congelados/pescado-y-marisco/p/298228,https://www.dia.es/product_images/298228/298228_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 7.4g de las cuales saturadas 1.7g Hidratos de Carbono 0g de los cuales azúcares 0g Proteínas 18.3g Sal 1.31g,No disponible,"(22,17 €/KILO)"
Filetes de bacalao MSC Mari Marinera de Dia bandeja 360 g,https://www.dia.es/congelados/pescado-y-marisco/p/4542,https://www.dia.es/product_images/4542/4542_ISO_0_ES.jpg?imwidth=392,"4,99 €",Grasas 1.5g de las cuales saturadas 0.1g Hidratos de Carbono 0g de los cuales azúcares 0g Proteínas 11.3g Sal 1.8g,No disponible,"(13,86 €/KILO)"
Carne de mejillón cocido Mari Marinera de Dia bolsa 250 g,https://www.dia.es/congelados/pescado-y-marisco/p/233107,https://www.dia.es/product_images/233107/233107_ISO_0_ES.jpg?imwidth=392,"2,14 €",Grasas 2.4g de las cuales saturadas 0.4g Hidratos de Carbono 4g de los cuales azúcares 0gr Proteínas 16.5g Sal 1.2g,No disponible,"(8,56 €/KILO)"
Filete de bacalao 100% natural Mari Marinera de Dia bolsa 300 g,https://www.dia.es/congelados/pescado-y-marisco/p/300100,https://www.dia.es/product_images/300100/300100_ISO_0_ES.jpg?imwidth=392,"4,99 €",Grasas 1.5g de las cuales saturadas 0.1g Hidratos de Carbono 0g de los cuales azúcares 0g Proteínas 11.3g Sal 0.23g,No disponible,"(16,63 €/KILO)"
Nuggets de pollo Al Punto Dia bolsa 400 g,https://www.dia.es/congelados/carne-y-pollo/p/275642,https://www.dia.es/product_images/275642/275642_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 10.2g de las cuales saturadas 2.2g Hidratos de Carbono 14.6g de los cuales azúcares 1g Proteínas 14.2g Sal 1.54g,No disponible,"(7,48 €/KILO)"
San jacobo Al Punto Dia bolsa 320 g,https://www.dia.es/congelados/carne-y-pollo/p/43657,https://www.dia.es/product_images/43657/43657_ISO_0_ES.jpg?imwidth=392,"1,19 €",Grasas 3.3g de las cuales saturadas 1g Hidratos de Carbono 26.6g de los cuales azúcares 1.2g Proteínas 7.6g Sal 2.19g,No disponible,"(3,72 €/KILO)"
Fingers de pollo Al Punto Dia bolsa 400 g,https://www.dia.es/congelados/carne-y-pollo/p/275644,https://www.dia.es/product_images/275644/275644_ISO_0_ES.jpg?imwidth=392,"3,19 €",Grasas 10g de las cuales saturadas 1.8g Hidratos de Carbono 23g de los cuales azúcares 2.3g Proteínas 15g Sal 1.1g,No disponible,"(7,98 €/KILO)"
Kebab loncheado de pollo Gourmet Kebab bolsa 250 g,https://www.dia.es/congelados/carne-y-pollo/p/293071,https://www.dia.es/product_images/293071/293071_ISO_0_ES.jpg?imwidth=392,"3,49 €",Grasas 9.8g de las cuales saturadas 2.6g Hidratos de Carbono 1g de los cuales azúcares 0.5g Proteínas 21.2g Sal 1.7g,No disponible,"(13,96 €/KILO)"
Crunchy de pollo con salsa barbacoa Fripozo bolsa 300 g,https://www.dia.es/congelados/carne-y-pollo/p/230004,https://www.dia.es/product_images/230004/230004_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 8.3g de las cuales saturadas 2g Hidratos de Carbono 22g de los cuales azúcares 6.3g Proteínas 11g Sal 1.6g,No disponible,"(8,30 €/KILO)"
Nuggets de pollo y queso Al Punto Dia bolsa 400 g,https://www.dia.es/congelados/carne-y-pollo/p/275643,https://www.dia.es/product_images/275643/275643_ISO_0_ES.jpg?imwidth=392,"3,39 €",Grasas 12.7g de las cuales saturadas 2.4g Hidratos de Carbono 20.6g de los cuales azúcares 2.7g Proteínas 11.2g Sal 1.67g,No disponible,"(8,48 €/KILO)"
Finger de pollo La cocinera caja 320 g,https://www.dia.es/congelados/carne-y-pollo/p/151245,https://www.dia.es/product_images/151245/151245_ISO_0_ES.jpg?imwidth=392,"4,99 €",Grasas 15g de las cuales saturadas 2g Hidratos de Carbono 23g de los cuales azúcares 0.5g Fibra alimentaria 1.1g Proteínas 13g Sal 1.2g,No disponible,"(15,59 €/KILO)"
Mezcla de pimientos Vegecampo de Dia bolsa 400 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/283127,https://www.dia.es/product_images/283127/283127_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 0.3g de las cuales saturadas 0.1g Hidratos de Carbono 3.5g de los cuales azúcares 3.3g Proteínas 0.8g Sal 0.01g,No disponible,"(2,50 €/KILO)"
Cebolla troceada Vegecampo de Dia bolsa 400 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/51713,https://www.dia.es/product_images/51713/51713_ISO_0_ES.jpg?imwidth=392,"0,91 €",Grasas 0g Hidratos de Carbono 5.7g de los cuales azúcares 3.5g Fibra alimentaria 1.2g Proteínas 0.6g Sal 0.02g,No disponible,"(2,28 €/KILO)"
Arroz tres delicias Al Punto Dia bolsa 850 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/267141,https://www.dia.es/product_images/267141/267141_ISO_0_ES.jpg?imwidth=392,"2,42 €",Grasas 2.4g de las cuales saturadas 0.6g Hidratos de Carbono 25.8g de los cuales azúcares 0.7g Fibra alimentaria 1g Proteínas 4.8g Sal 0.69g,No disponible,"(2,85 €/KILO)"
Brócoli Vegecampo de Dia bolsa 900 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/264185,https://www.dia.es/product_images/264185/264185_ISO_0_ES.jpg?imwidth=392,"1,88 €",Grasas 0.5g de las cuales saturadas 0.1g Hidratos de Carbono 3.5g de los cuales azúcares 1.5g Fibra alimentaria 6.6g Proteínas 2.4g Sal 0.03g,No disponible,"(2,09 €/KILO)"
Guisantes Vegecampo de Dia bolsa 1 Kg,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/263266,https://www.dia.es/product_images/263266/263266_ISO_0_ES.jpg?imwidth=392,"1,62 €",Grasas 0.4g de las cuales saturadas 0.1g Hidratos de Carbono 14g de los cuales azúcares 4.7g Fibra alimentaria 4.5g Proteínas 6.3g Sal 0.18g,No disponible,"(1,62 €/KILO)"
Braseado de verduras con pollo asado Al Punto Dia bolsa 400 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/267138,https://www.dia.es/product_images/267138/267138_ISO_0_ES.jpg?imwidth=392,"1,89 €",Grasas 2.7g de las cuales saturadas 0.4g Hidratos de Carbono 5.7g de los cuales azúcares 4.9g Proteínas 5.1g Sal 0.93g,No disponible,"(4,73 €/KILO)"
Salteado de setas Al Punto Dia bolsa 450 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/84650,https://www.dia.es/product_images/84650/84650_ISO_0_ES.jpg?imwidth=392,"1,58 €",Grasas 0g de las cuales saturadas 0g Hidratos de Carbono 1.4g de los cuales azúcares 0.2g Proteínas 1.3g Sal 0.02g,No disponible,"(3,51 €/KILO)"
Espinacas cortadas Vegecampo de Dia bolsa 450 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/263820,https://www.dia.es/product_images/263820/263820_ISO_0_ES.jpg?imwidth=392,"0,97 €",Grasas 1g de las cuales saturadas 1g Hidratos de Carbono 1.7g de los cuales azúcares 0.3g Proteínas 2.5g Sal 0.15g,No disponible,"(2,16 €/KILO)"
Judías verdes planas Vegecampo de Dia bolsa 1 Kg,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/263267,https://www.dia.es/product_images/263267/263267_ISO_0_ES.jpg?imwidth=392,"1,58 €",Grasas 0.1g de las cuales saturadas 0.05g Hidratos de Carbono 6.1g de los cuales azúcares 1.2g Fibra alimentaria 3g Proteínas 1.9g Sal 0.01g,No disponible,"(1,58 €/KILO)"
Ajo troceado Vegecampo de Dia bolsa 150 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/253954,https://www.dia.es/product_images/253954/253954_ISO_0_ES.jpg?imwidth=392,"1,01 €",Grasas 0.3g de las cuales saturadas 0.1g Hidratos de Carbono 4.6g de los cuales azúcares 2.4g Fibra alimentaria 3g Proteínas 2.1g Sal 0.95g,No disponible,"(6,73 €/KILO)"
Salteado de verduras Al Punto Dia bolsa 450 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/267132,https://www.dia.es/product_images/267132/267132_ISO_0_ES.jpg?imwidth=392,"1,11 €",Grasas 0.3g de las cuales saturadas 1g Hidratos de Carbono 4.5g de los cuales azúcares 2.2g Fibra alimentaria 2g Proteínas 1.6g Sal 0.04g,No disponible,"(2,47 €/KILO)"
Menestra de verduras Vegecampo de Dia bolsa 1 Kg,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/1389,https://www.dia.es/product_images/1389/1389_ISO_0_ES.jpg?imwidth=392,"1,72 €",Grasas 0.2g de las cuales saturadas 0.1g Hidratos de Carbono 7.9g de los cuales azúcares 2.8g Fibra alimentaria 3.6g Proteínas 3.2g Sal 0.13g,No disponible,"(1,72 €/KILO)"
Ensaladilla  Vegecampo de Dia bolsa 1 Kg,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/265078,https://www.dia.es/product_images/265078/265078_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 0.2g de las cuales saturadas 0.1g Hidratos de Carbono 14g de los cuales azúcares 7.2g Fibra alimentaria 2.3g Proteínas 2.4g Sal 0.08g,No disponible,"(1,00 €/KILO)"
"Salteado de gambas, ajetes y espárragos verdes Al Punto Dia bolsa 400 g",https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/267139,https://www.dia.es/product_images/267139/267139_ISO_0_ES.jpg?imwidth=392,"2,79 €",Grasas 0.4g de las cuales saturadas 0.1g Hidratos de Carbono 3.8g de los cuales azúcares 1.9g Proteínas 4.1g Sal 0.85g,No disponible,"(6,98 €/KILO)"
Pisto de verduras con tomate Al Punto Dia bolsa 450 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/267137,https://www.dia.es/product_images/267137/267137_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 5.7g de las cuales saturadas 0.8g Hidratos de Carbono 5.8g de los cuales azúcares 4.3g Fibra alimentaria 1.8g Proteínas 1.7g Sal 0.83g,No disponible,"(4,42 €/KILO)"
"Brócoli, coliflor y zanahoria Vegecampo de Dia bolsa 1 Kg",https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/265079,https://www.dia.es/product_images/265079/265079_ISO_0_ES.jpg?imwidth=392,"2,04 €",Grasas 0.5g de las cuales saturadas 0.1g Hidratos de Carbono 5g de los cuales azúcares 1g Fibra alimentaria 2.8g Proteínas 1.6g Sal 0.08g,No disponible,"(2,04 €/KILO)"
Coliflor Vegecampo de Dia bolsa 1 Kg,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/264612,https://www.dia.es/product_images/264612/264612_ISO_0_ES.jpg?imwidth=392,"2,09 €",Grasas 0g de las cuales saturadas 0g Hidratos de Carbono 3.5g de los cuales azúcares 2.4g Fibra alimentaria 2.3g Proteínas 2g Sal 0.04g,No disponible,"(2,09 €/KILO)"
Parrillada de verduras asadas Al Punto Dia bolsa 450 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/267133,https://www.dia.es/product_images/267133/267133_ISO_0_ES.jpg?imwidth=392,"1,69 €",Grasas 3.2g de las cuales saturadas 0.4g Hidratos de Carbono 9.6g de los cuales azúcares 4.4g Proteínas 2.3g Sal 0.98g,No disponible,"(3,76 €/KILO)"
Quinoa con verduras  Al Punto Dia bolsa 400 g,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/267140,https://www.dia.es/product_images/267140/267140_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 3.6g de las cuales saturadas 0.6g Hidratos de Carbono 15g de los cuales azúcares 1.3g Proteínas 4.9g Sal 0.71g,No disponible,"(4,98 €/KILO)"
Judías verdes redondas Vegecampo de Dia bolsa 1 Kg,https://www.dia.es/congelados/verduras-hortalizas-y-salteados/p/264698,https://www.dia.es/product_images/264698/264698_ISO_0_ES.jpg?imwidth=392,"1,58 €",Grasas 0g de las cuales saturadas 0g Hidratos de Carbono 4.1g de los cuales azúcares 2.1g Fibra alimentaria 3g Proteínas 1.5g Sal 0.01g,No disponible,"(1,58 €/KILO)"
Patatas prefritas Patatas Unidas Dia bolsa 2 Kg,https://www.dia.es/congelados/patatas-fritas/p/280262,https://www.dia.es/product_images/280262/280262_ISO_0_ES.jpg?imwidth=392,"3,21 €",Grasas 3.1g de las cuales saturadas 0.4g Hidratos de Carbono 21g de los cuales azúcares 0.4g Proteínas 2.3g Sal 0.1g,No disponible,"(1,61 €/KILO)"
Patatas prefritas Patatas Unidas Dia bolsa 1 Kg,https://www.dia.es/congelados/patatas-fritas/p/262861,https://www.dia.es/product_images/262861/262861_ISO_0_ES.jpg?imwidth=392,"1,83 €",Grasas 3.5g de las cuales saturadas 1.8g Hidratos de Carbono 24g de los cuales azúcares 0.2g Proteínas 2.5g Sal 0.02g,No disponible,"(1,83 €/KILO)"
Patatas finas prefritas Patatas Unidas Dia bolsa 1 Kg,https://www.dia.es/congelados/patatas-fritas/p/262863,https://www.dia.es/product_images/262863/262863_ISO_0_ES.jpg?imwidth=392,"1,89 €",Grasas 6g de las cuales saturadas 1.8g Hidratos de Carbono 26g de los cuales azúcares 1g Proteínas 2.7g Sal 0.08g,No disponible,"(1,89 €/KILO)"
Patatas gajo Patatas Unidas Dia bolsa 750 g,https://www.dia.es/congelados/patatas-fritas/p/262685,https://www.dia.es/product_images/262685/262685_ISO_0_ES.jpg?imwidth=392,"1,80 €",Grasas 3.6g de las cuales saturadas 0.5g Hidratos de Carbono 19g de los cuales azúcares 0.4g Proteínas 2.2g Sal 0.42g,No disponible,"(2,40 €/KILO)"
Patatas fritas tradition McCain bolsa 1 Kg,https://www.dia.es/congelados/patatas-fritas/p/194709,https://www.dia.es/product_images/194709/194709_ISO_0_ES.jpg?imwidth=392,"3,72 €",Grasas 4g de las cuales saturadas 0.4g de las cuales monoinsaturadas 1.6g de las cuales poliinsaturadas 2g Hidratos de Carbono 20.5g de los cuales azúcares 0.5g Fibra alimentaria 2.5g Proteínas 2.5g Sal 0.1g,No disponible,"(3,72 €/KILO)"
Patatas bravas prefritas Patatas Unidas Dia bolsa 750 g,https://www.dia.es/congelados/patatas-fritas/p/262686,https://www.dia.es/product_images/262686/262686_ISO_0_ES.jpg?imwidth=392,"1,93 €",Grasas 3g de las cuales saturadas 0.4g Hidratos de Carbono 22g de los cuales azúcares 0.5g Proteínas 2.4g Sal 0.08g,No disponible,"(2,57 €/KILO)"
Patatas fritas corte fino Julienne McCain Airfryer bolsa 600 g,https://www.dia.es/congelados/patatas-fritas/p/300424,https://www.dia.es/product_images/300424/300424_ISO_0_ES.jpg?imwidth=392,"3,39 €",Grasas 7g de las cuales saturadas 0.8g Hidratos de Carbono 22.5g de los cuales azúcares 0.5g Fibra alimentaria 3g Proteínas 3g Sal 0.4g,No disponible,"(5,65 €/KILO)"
Patatas gajo barbacoa McCain bolsa 750 g,https://www.dia.es/congelados/patatas-fritas/p/250786,https://www.dia.es/product_images/250786/250786_ISO_0_ES.jpg?imwidth=392,"3,49 €",Grasas 4g de las cuales saturadas 0.4g de las cuales monoinsaturadas 1.6g de las cuales poliinsaturadas 2g Hidratos de Carbono 21g de los cuales azúcares 0.5g Fibra alimentaria 2.5g Proteínas 2.5g Sal 0.6g,No disponible,"(4,65 €/KILO)"
Patatas fritas con piel McCain Chef Gourmet bolsa 500 g,https://www.dia.es/congelados/patatas-fritas/p/274411,https://www.dia.es/product_images/274411/274411_ISO_0_ES.jpg?imwidth=392,"3,39 €",Grasas 5.5g de las cuales saturadas 0.6g de las cuales monoinsaturadas 2.2g de las cuales poliinsaturadas 2.7g Hidratos de Carbono 25g de los cuales azúcares 0.5g Fibra alimentaria 2.5g Proteínas 2g Sal 0.5g,No disponible,"(6,78 €/KILO)"
Patatas fritas golden long McCain bolsa 1 Kg,https://www.dia.es/congelados/patatas-fritas/p/23106,https://www.dia.es/product_images/23106/23106_ISO_0_ES.jpg?imwidth=392,"3,87 €",Grasas 7.5g Hidratos de Carbono 22g de los cuales azúcares 0.5g Fibra alimentaria 2.5g Proteínas 2.5g Sal 0.1g,No disponible,"(3,87 €/KILO)"
Mini empanadillas de atún Al Punto Dia bolsa 400 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/1413,https://www.dia.es/product_images/1413/1413_ISO_0_ES.jpg?imwidth=392,"1,53 €",Grasas 10.5g de las cuales saturadas 4.1g Hidratos de Carbono 30g de los cuales azúcares 5.2g Proteínas 6.3g Sal 0.6g,No disponible,"(3,83 €/KILO)"
Croquetas de jamón Al Punto Dia bolsa 500 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/52974,https://www.dia.es/product_images/52974/52974_ISO_0_ES.jpg?imwidth=392,"1,25 €",Grasas 9.5g de las cuales saturadas 1.8g Hidratos de Carbono 21g de los cuales azúcares 3.7g Fibra alimentaria 2g Proteínas 7.4g Sal 0.77g,No disponible,"(2,50 €/KILO)"
Gyozas de pollo Vici bolsa 400 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/279115,https://www.dia.es/product_images/279115/279115_ISO_0_ES.jpg?imwidth=392,"3,99 €",Grasas 4.8g de las cuales saturadas 0.73g Hidratos de Carbono 22.5g de los cuales azúcares 0.15g Proteínas 10.2g Sal 0.82g,No disponible,"(9,98 €/KILO)"
Empanadillas de atún MSC La cocinera caja 312 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/912,https://www.dia.es/product_images/912/912_ISO_0_ES.jpg?imwidth=392,"4,99 €",Grasas 14g de las cuales saturadas 2.5g Hidratos de Carbono 27g de los cuales azúcares 6g Fibra alimentaria 2.2g Proteínas 5.9g Sal 0.91g,No disponible,"(15,99 €/KILO)"
Empanadillas de atún Al Punto Dia bolsa 500 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/275645,https://www.dia.es/product_images/275645/275645_ISO_0_ES.jpg?imwidth=392,"1,90 €",Grasas 11g de las cuales saturadas 4.2g Hidratos de Carbono 32g de los cuales azúcares 4.6g Proteínas 6.3g Sal 0.7g,No disponible,"(3,80 €/KILO)"
Croquetas de cocido Al Punto Dia bolsa 350 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/275648,https://www.dia.es/product_images/275648/275648_ISO_0_ES.jpg?imwidth=392,"1,99 €",Grasas 7g de las cuales saturadas 1.4g Hidratos de Carbono 16g de los cuales azúcares 1.4g Proteínas 11.3g Sal 0.85g,No disponible,"(5,69 €/KILO)"
Palitos de mozzarella Al Punto Dia bolsa 300 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/294202,https://www.dia.es/product_images/294202/294202_ISO_0_ES.jpg?imwidth=392,"2,59 €",Grasas 17g de las cuales saturadas 7.3g Hidratos de Carbono 22g de los cuales azúcares 1.8g Proteínas 13g Sal 1.6g,No disponible,"(8,63 €/KILO)"
Croquetas de pollo Al Punto Dia bolsa 450 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/275647,https://www.dia.es/product_images/275647/275647_ISO_0_ES.jpg?imwidth=392,"1,49 €",Grasas 5.3g de las cuales saturadas 2g Hidratos de Carbono 23.2g de los cuales azúcares 6g Proteínas 7.3g Sal 1.01g,No disponible,"(3,31 €/KILO)"
Croquetas cremosas de queso azul y cebolla caramelizada Al Punto Dia bolsa 300 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/303139,https://www.dia.es/product_images/303139/303139_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 13g de las cuales saturadas 4.6g Hidratos de Carbono 21.9g de los cuales azúcares 8.5g Proteínas 6.8g Sal 1.19g,No disponible,"(9,97 €/KILO)"
Croquetas cremosas de jamón ibérico Al Punto Dia bolsa 350 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/296392,https://www.dia.es/product_images/296392/296392_ISO_0_ES.jpg?imwidth=392,"2,49 €",Grasas 8.3g de las cuales saturadas 2.3g Hidratos de Carbono 18g de los cuales azúcares 3.3g Proteínas 9.4g Sal 1.1g,No disponible,"(7,11 €/KILO)"
Rollitos de primavera Al Punto Dia caja 450 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/65417,https://www.dia.es/product_images/65417/65417_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 1g de las cuales saturadas 0.2g Hidratos de Carbono 23.6g de los cuales azúcares 4.3g Proteínas 3.6g Sal 0.68g,No disponible,"(6,64 €/KILO)"
Tequeños de queso Amaizin caja 190 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/294771,https://www.dia.es/product_images/294771/294771_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 20.86g de las cuales saturadas 7.64g Hidratos de Carbono 36.01g de los cuales azúcares 3.24g Proteínas 10.83g Sal 2.61g,No disponible,"(15,74 €/KILO)"
Croquetas cremosas de pollo y trufa Al Punto Dia bolsa 300 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/303141,https://www.dia.es/product_images/303141/303141_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 9.4g de las cuales saturadas 2.2g Hidratos de Carbono 18.7g de los cuales azúcares 6.7g Proteínas 10.7g Sal 1.05g,No disponible,"(9,97 €/KILO)"
Croquetas cremosas de gambón Al Punto Dia bolsa 300 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/303138,https://www.dia.es/product_images/303138/303138_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 14g de las cuales saturadas 3.4g Hidratos de Carbono 18.7g de los cuales azúcares 6.6g Proteínas 7.4g Sal 1.08g,No disponible,"(9,97 €/KILO)"
Croquetas cremosas de boletus edulis Al Punto Dia bolsa 300 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/303140,https://www.dia.es/product_images/303140/303140_ISO_0_ES.jpg?imwidth=392,"2,99 €",Grasas 11g de las cuales saturadas 2.5g Hidratos de Carbono 21.3g de los cuales azúcares 6.9g Proteínas 5.3g Sal 1.09g,No disponible,"(9,97 €/KILO)"
Croquetas artesanas de jamón ibérico La cocinera bolsa 400 g,https://www.dia.es/congelados/croquetas-y-rebozados/p/130345,https://www.dia.es/product_images/130345/130345_ISO_0_ES.jpg?imwidth=392,"4,95 €",Grasas 5.6g de las cuales saturadas 1.29g Hidratos de Carbono 22.29g de los cuales azúcares 1.82g Fibra alimentaria 0.37g Proteínas 6.14g Sal 1.11g,No disponible,"(12,38 €/KILO)"
Churros lazo Al Punto Dia bolsa 500 g,https://www.dia.es/congelados/churros-y-postres/p/294456,https://www.dia.es/product_images/294456/294456_ISO_0_ES.jpg?imwidth=392,"1,49 €",Grasas 0.5g de las cuales saturadas 0.1g Hidratos de Carbono 29g de los cuales azúcares 1.5g Proteínas 3.3g Sal 0.91g,No disponible,"(2,98 €/KILO)"
Frutos rojos Congelados de Navarra bolsa 300 g,https://www.dia.es/congelados/churros-y-postres/p/290110,https://www.dia.es/product_images/290110/290110_ISO_0_ES.jpg?imwidth=392,"1,62 €",Grasas 0.3g de las cuales saturadas 0.05g Hidratos de Carbono 12.7g de los cuales azúcares 5.9g Fibra alimentaria 3.3g Proteínas 0.7g Sal 0.05g,No disponible,"(5,40 €/KILO)"
Porras fritas Al Punto Dia bolsa 250 g,https://www.dia.es/congelados/churros-y-postres/p/294457,https://www.dia.es/product_images/294457/294457_ISO_0_ES.jpg?imwidth=392,"1,98 €",Grasas 7.6g de las cuales saturadas 1g Hidratos de Carbono 49g de los cuales azúcares 2.7g Proteínas 6.1g Sal 1.4g,No disponible,"(7,92 €/KILO)"
Fresas congeladas La cuerva bolsa 300 g,https://www.dia.es/congelados/churros-y-postres/p/301001,https://www.dia.es/product_images/301001/301001_ISO_0_ES.jpg?imwidth=392,"1,68 €",Grasas 0.3g de las cuales saturadas 0.01g Hidratos de Carbono 7.7g de los cuales azúcares 4.9g Fibra alimentaria 2g Proteínas 0.8g Sal 0.01g,No disponible,"(5,60 €/KILO)"
Tarta de queso con frambuesas Philadelphia caja 390 g,https://www.dia.es/congelados/churros-y-postres/p/257686,https://www.dia.es/product_images/257686/257686_ISO_0_ES.jpg?imwidth=392,"7,35 €",Grasas 21g de las cuales saturadas 12.7g Hidratos de Carbono 32g de los cuales azúcares 29g Fibra alimentaria 0.7g Proteínas 4.1g Sal 0.8g,No disponible,"(18,85 €/KILO)"
Brazo de chocolate Sietem bandeja 500 g,https://www.dia.es/congelados/churros-y-postres/p/289201,https://www.dia.es/product_images/289201/289201_ISO_0_ES.jpg?imwidth=392,"6,99 €",Grasas 19.68g de las cuales saturadas 11.29g Hidratos de Carbono 31.38g de los cuales azúcares 24.52g Proteínas 5.09g Sal 0.24g,No disponible,"(13,98 €/KILO)"
Tarta bombón San Martín bandeja 1 Kg,https://www.dia.es/congelados/churros-y-postres/p/218126,https://www.dia.es/product_images/218126/218126_ISO_0_ES.jpg?imwidth=392,"10,95 €",Grasas 16g de las cuales saturadas 3.2g Hidratos de Carbono 48g de los cuales azúcares 25g Fibra alimentaria 2.4g Proteínas 3.9g Sal 0.85g,No disponible,"(10,95 €/KILO)"
Tarta de zanahoria San Martín bandeja 770 g,https://www.dia.es/congelados/churros-y-postres/p/284586,https://www.dia.es/product_images/284586/284586_ISO_0_ES.jpg?imwidth=392,"10,59 €",Grasas 15g de las cuales saturadas 5.8g Hidratos de Carbono 41g de los cuales azúcares 25g Fibra alimentaria 2g Proteínas 4.8g Sal 0.65g,No disponible,"(13,75 €/KILO)"
Tarta red velvet San Martín bandeja 625 g,https://www.dia.es/congelados/churros-y-postres/p/304288,https://www.dia.es/product_images/304288/304288_ISO_0_ES.jpg?imwidth=392,"10,59 €",Grasas 21g de las cuales saturadas 7.9g Hidratos de Carbono 44g de los cuales azúcares 31g Fibra alimentaria 2.3g Proteínas 4.4g Sal 1g,No disponible,"(16,94 €/KILO)"
Tarta bombón infantil niño San Martín bandeja 500 g,https://www.dia.es/congelados/churros-y-postres/p/284584,https://www.dia.es/product_images/284584/284584_ISO_0_ES.jpg?imwidth=392,"6,25 €",Grasas 18g de las cuales saturadas 15g Hidratos de Carbono 35g de los cuales azúcares 23g Fibra alimentaria 3.1g Proteínas 2.4g Sal 0.17g,No disponible,"(12,50 €/KILO)"
Canelón de carne Al Punto Dia bolsa 300 g,https://www.dia.es/congelados/lasanas-y-pasta/p/275225,https://www.dia.es/product_images/275225/275225_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 4.8g de las cuales saturadas 1.7g Hidratos de Carbono 13.8g de los cuales azúcares 2g Proteínas 8.9g Sal 0.65g,No disponible,"(3,33 €/KILO)"
Canelón de atún Al Punto Dia caja 300 g,https://www.dia.es/congelados/lasanas-y-pasta/p/275226,https://www.dia.es/product_images/275226/275226_ISO_0_ES.jpg?imwidth=392,"1,00 €",Grasas 5g de las cuales saturadas 1.6g Hidratos de Carbono 15g de los cuales azúcares 3.2g Proteínas 7.3g Sal 0.85g,No disponible,"(3,33 €/KILO)"
Lasaña boloñesa Al Punto Dia caja 300 g,https://www.dia.es/congelados/lasanas-y-pasta/p/275223,https://www.dia.es/product_images/275223/275223_ISO_0_ES.jpg?imwidth=392,"1,67 €",Grasas 7.7g de las cuales saturadas 2.8g Hidratos de Carbono 17.1g de los cuales azúcares 3.2g Proteínas 8.3g Sal 0.9g,No disponible,"(5,57 €/KILO)"
